温度,时间,,
15.3,2019/2/13 8:50,,
15.3,2019/2/13 8:40,,
15,2019/2/13 8:30,,
15,2019/2/13 8:20,,
14.9,2019/2/13 8:10,,
15,2019/2/13 8:00,,
15,2019/2/13 7:50,,
15,2019/2/13 7:40,,
15,2019/2/13 7:30,,
15,2019/2/13 7:20,,
15.3,2019/2/13 7:10,,
15,2019/2/13 7:00,,
15,2019/2/13 6:50,,
15,2019/2/13 6:40,,
15,2019/2/13 6:30,,
15,2019/2/13 6:20,,
15,2019/2/13 6:10,,
15,2019/2/13 6:00,,
15,2019/2/13 5:50,,
15,2019/2/13 5:40,,
15,2019/2/13 5:30,,
15,2019/2/13 5:20,,
15,2019/2/13 5:10,,
15,2019/2/13 5:00,,
15,2019/2/13 4:50,,
15,2019/2/13 4:40,,
15,2019/2/13 4:30,,
15,2019/2/13 4:20,,
15,2019/2/13 4:10,,
15,2019/2/13 4:00,,
15,2019/2/13 3:50,,
15,2019/2/13 3:40,,
15,2019/2/13 3:30,,
15,2019/2/13 3:20,,
15,2019/2/13 3:10,,
15,2019/2/13 3:00,,
15,2019/2/13 2:50,,
15,2019/2/13 2:40,,
15,2019/2/13 2:30,,
15,2019/2/13 2:20,,
15,2019/2/13 2:10,,
15,2019/2/13 2:00,,
15,2019/2/13 1:50,,
15,2019/2/13 1:40,,
15,2019/2/13 1:30,,
15,2019/2/13 1:20,,
15,2019/2/13 1:10,,
15,2019/2/13 1:00,,
15,2019/2/13 0:50,,
15,2019/2/13 0:40,,
15,2019/2/13 0:30,,
15,2019/2/13 0:20,,
15,2019/2/13 0:10,,
15,2019/2/13 0:00,,
15,2019/2/12 23:50,,
14.9,2019/2/12 23:40,,
14.9,2019/2/12 23:30,,
14.9,2019/2/12 23:20,,
14.9,2019/2/12 23:10,,
14.9,2019/2/12 23:00,,
14.9,2019/2/12 22:50,,
14.9,2019/2/12 22:40,,
14.9,2019/2/12 22:30,,
14.9,2019/2/12 22:20,,
14.8,2019/2/12 22:10,,
14.8,2019/2/12 22:00,,
14.7,2019/2/12 21:50,,
14.6,2019/2/12 21:40,,
14.6,2019/2/12 21:30,,
14.5,2019/2/12 21:20,,
14.5,2019/2/12 21:10,,
14.3,2019/2/12 21:00,,
14,2019/2/12 20:50,,
13.1,2019/2/12 20:40,,
13.1,2019/2/12 20:30,,
13.2,2019/2/12 20:20,,
13.2,2019/2/12 20:10,,
13.3,2019/2/12 20:00,,
13.3,2019/2/12 19:50,,
13.3,2019/2/12 19:40,,
13.4,2019/2/12 19:30,,
13.5,2019/2/12 19:20,,
13.6,2019/2/12 19:10,,
13.6,2019/2/12 19:00,,
13.7,2019/2/12 18:50,,
13.8,2019/2/12 18:40,,
13.8,2019/2/12 18:30,,
14,2019/2/12 18:20,,
14.2,2019/2/12 18:10,,
14.5,2019/2/12 18:00,,
15.2,2019/2/12 17:50,,
15.1,2019/2/12 17:40,,
15.5,2019/2/12 17:30,,
15.8,2019/2/12 17:20,,
15.5,2019/2/12 17:10,,
15.5,2019/2/12 17:00,,
15.5,2019/2/12 16:50,,
15.5,2019/2/12 16:40,,
15.6,2019/2/12 16:30,,
15.5,2019/2/12 16:20,,
15.5,2019/2/12 16:10,,
15.5,2019/2/12 16:00,,
15.5,2019/2/12 15:50,,
15.5,2019/2/12 15:40,,
15.5,2019/2/12 15:30,,
15.5,2019/2/12 15:20,,
15.5,2019/2/12 15:10,,
15.6,2019/2/12 15:00,,
15.5,2019/2/12 14:50,,
15.3,2019/2/12 14:40,,
15.7,2019/2/12 14:30,,
15.8,2019/2/12 14:20,,
15.5,2019/2/12 14:10,,
15.6,2019/2/12 14:00,,
15.6,2019/2/12 13:50,,
15.6,2019/2/12 13:40,,
15.6,2019/2/12 13:30,,
15.7,2019/2/12 13:20,,
15.8,2019/2/12 13:10,,
15.8,2019/2/12 13:00,,
15.6,2019/2/12 12:50,,
16,2019/2/12 12:40,,
15.9,2019/2/12 12:30,,
15.6,2019/2/12 12:20,,
15.6,2019/2/12 12:10,,
15.4,2019/2/12 12:00,,
15.1,2019/2/12 11:50,,
15.1,2019/2/12 11:40,,
15.1,2019/2/12 11:30,,
15.1,2019/2/12 11:20,,
15,2019/2/12 11:10,,
15,2019/2/12 11:00,,
15.1,2019/2/12 10:50,,
15.2,2019/2/12 10:40,,
15.1,2019/2/12 10:30,,
15.1,2019/2/12 10:20,,
15,2019/2/12 10:10,,
15,2019/2/12 10:00,,
14.7,2019/2/12 9:50,,
14.9,2019/2/12 9:40,,
15,2019/2/12 9:30,,
14.8,2019/2/12 9:20,,
14.5,2019/2/12 9:10,,
14.5,2019/2/12 9:00,,
14.2,2019/2/12 8:50,,
14.5,2019/2/12 8:40,,
14.8,2019/2/12 8:30,,
14.9,2019/2/12 8:20,,
14.8,2019/2/12 8:10,,
14.9,2019/2/12 8:00,,
14.9,2019/2/12 7:50,,
14.9,2019/2/12 7:40,,
15,2019/2/12 7:30,,
15,2019/2/12 7:20,,
15,2019/2/12 7:10,,
15,2019/2/12 7:00,,
15,2019/2/12 6:50,,
15,2019/2/12 6:40,,
15,2019/2/12 6:30,,
15,2019/2/12 6:20,,
15,2019/2/12 6:10,,
15,2019/2/12 6:00,,
15,2019/2/12 5:50,,
15,2019/2/12 5:40,,
15,2019/2/12 5:30,,
15,2019/2/12 5:20,,
15,2019/2/12 5:10,,
15,2019/2/12 5:00,,
15,2019/2/12 4:50,,
15,2019/2/12 4:40,,
15,2019/2/12 4:30,,
15,2019/2/12 4:20,,
15,2019/2/12 4:20,,
15,2019/2/12 4:10,,
15,2019/2/12 4:10,,
15,2019/2/12 4:00,,
15,2019/2/12 4:00,,
15,2019/2/12 3:50,,
15,2019/2/12 3:40,,
15,2019/2/12 3:30,,
15,2019/2/12 3:20,,
15,2019/2/12 3:10,,
15,2019/2/12 3:00,,
15,2019/2/12 2:50,,
15,2019/2/12 2:40,,
15,2019/2/12 2:30,,
15,2019/2/12 2:20,,
15,2019/2/12 2:10,,
15,2019/2/12 2:00,,
15,2019/2/12 1:50,,
15,2019/2/12 1:40,,
15,2019/2/12 1:30,,
15,2019/2/12 1:20,,
15,2019/2/12 1:10,,
15,2019/2/12 1:00,,
15,2019/2/12 0:50,,
15.1,2019/2/12 0:40,,
15.1,2019/2/12 0:30,,
15.1,2019/2/12 0:20,,
15.1,2019/2/12 0:10,,
15.1,2019/2/12 0:00,,
15.1,2019/2/11 23:50,,
15.1,2019/2/11 23:40,,
15.1,2019/2/11 23:30,,
15.1,2019/2/11 23:20,,
15.1,2019/2/11 23:10,,
15.1,2019/2/11 23:00,,
15.1,2019/2/11 22:50,,
15.1,2019/2/11 22:40,,
15.1,2019/2/11 22:30,,
15.1,2019/2/11 22:20,,
15.1,2019/2/11 22:10,,
15.1,2019/2/11 22:00,,
15.2,2019/2/11 21:50,,
15.2,2019/2/11 21:40,,
15.2,2019/2/11 21:30,,
15.3,2019/2/11 21:20,,
15.4,2019/2/11 21:10,,
15.3,2019/2/11 21:00,,
15.3,2019/2/11 20:50,,
15.3,2019/2/11 20:40,,
15.3,2019/2/11 20:30,,
15.2,2019/2/11 20:20,,
15.2,2019/2/11 20:10,,
15.2,2019/2/11 20:00,,
15.2,2019/2/11 19:50,,
15.4,2019/2/11 19:40,,
15.3,2019/2/11 19:30,,
15.5,2019/2/11 19:20,,
15.2,2019/2/11 19:10,,
15.2,2019/2/11 19:00,,
15.3,2019/2/11 18:50,,
15.2,2019/2/11 18:40,,
15.1,2019/2/11 18:30,,
15.1,2019/2/11 18:20,,
15.3,2019/2/11 18:10,,
15.5,2019/2/11 18:00,,
15.1,2019/2/11 17:50,,
15.1,2019/2/11 17:40,,
15.1,2019/2/11 17:30,,
15.1,2019/2/11 17:20,,
15.2,2019/2/11 17:10,,
15.3,2019/2/11 17:00,,
15.3,2019/2/11 16:50,,
15.4,2019/2/11 16:40,,
15.5,2019/2/11 16:30,,
15.6,2019/2/11 16:20,,
15.4,2019/2/11 16:10,,
15.2,2019/2/11 16:00,,
15.5,2019/2/11 15:50,,
15.3,2019/2/11 15:40,,
15.5,2019/2/11 15:30,,
15.3,2019/2/11 15:20,,
15.3,2019/2/11 15:10,,
15.3,2019/2/11 15:00,,
15.1,2019/2/11 14:50,,
14.8,2019/2/11 14:40,,
13.6,2019/2/11 14:30,,
14.6,2019/2/11 14:20,,
14.6,2019/2/11 14:10,,
14.6,2019/2/11 14:00,,
14.6,2019/2/11 13:50,,
14.6,2019/2/11 13:40,,
14.6,2019/2/11 13:30,,
14.7,2019/2/11 13:20,,
14.6,2019/2/11 13:10,,
14.7,2019/2/11 13:00,,
14.6,2019/2/11 12:50,,
14.6,2019/2/11 12:40,,
14.6,2019/2/11 12:30,,
14.6,2019/2/11 12:20,,
14.7,2019/2/11 12:10,,
14.6,2019/2/11 12:00,,
14.6,2019/2/11 11:50,,
14.7,2019/2/11 11:40,,
14.7,2019/2/11 11:30,,
14.7,2019/2/11 11:20,,
14.8,2019/2/11 11:10,,
14.7,2019/2/11 11:00,,
14.7,2019/2/11 10:50,,
14.7,2019/2/11 10:40,,
14.7,2019/2/11 10:30,,
14.7,2019/2/11 10:20,,
14.7,2019/2/11 10:10,,
14.7,2019/2/11 10:00,,
14.7,2019/2/11 9:50,,
14.6,2019/2/11 9:40,,
14.6,2019/2/11 9:30,,
14.6,2019/2/11 9:20,,
14.5,2019/2/11 9:10,,
14.5,2019/2/11 9:00,,
14.5,2019/2/11 8:50,,
14.5,2019/2/11 8:40,,
14.5,2019/2/11 8:30,,
14.5,2019/2/11 8:20,,
14.5,2019/2/11 8:10,,
14.5,2019/2/11 8:00,,
14.5,2019/2/11 7:50,,
14.5,2019/2/11 7:40,,
14.5,2019/2/11 7:30,,
14.5,2019/2/11 7:20,,
14.5,2019/2/11 7:10,,
14.5,2019/2/11 7:00,,
14.5,2019/2/11 6:50,,
14.5,2019/2/11 6:40,,
14.5,2019/2/11 6:30,,
14.5,2019/2/11 6:20,,
14.5,2019/2/11 6:10,,
14.5,2019/2/11 6:00,,
14.5,2019/2/11 5:50,,
14.5,2019/2/11 5:40,,
14.5,2019/2/11 5:30,,
14.6,2019/2/11 5:20,,
14.6,2019/2/11 5:10,,
14.6,2019/2/11 5:00,,
14.6,2019/2/11 4:50,,
14.6,2019/2/11 4:40,,
14.6,2019/2/11 4:30,,
14.6,2019/2/11 4:20,,
14.6,2019/2/11 4:10,,
14.6,2019/2/11 4:00,,
14.6,2019/2/11 3:50,,
14.6,2019/2/11 3:40,,
14.6,2019/2/11 3:30,,
14.6,2019/2/11 3:20,,
14.6,2019/2/11 3:10,,
14.6,2019/2/11 3:00,,
14.6,2019/2/11 2:50,,
14.6,2019/2/11 2:40,,
14.6,2019/2/11 2:30,,
14.6,2019/2/11 2:20,,
14.6,2019/2/11 2:10,,
14.6,2019/2/11 2:00,,
14.6,2019/2/11 1:50,,
14.6,2019/2/11 1:40,,
14.6,2019/2/11 1:30,,
14.6,2019/2/11 1:20,,
14.6,2019/2/11 1:10,,
14.6,2019/2/11 1:00,,
14.6,2019/2/11 0:50,,
14.6,2019/2/11 0:40,,
14.6,2019/2/11 0:30,,
14.6,2019/2/11 0:20,,
14.6,2019/2/11 0:10,,
14.6,2019/2/11 0:00,,
14.6,2019/2/10 23:50,,
14.6,2019/2/10 23:40,,
14.6,2019/2/10 23:30,,
14.7,2019/2/10 23:20,,
14.7,2019/2/10 23:10,,
14.7,2019/2/10 23:00,,
14.7,2019/2/10 22:50,,
14.7,2019/2/10 22:40,,
14.7,2019/2/10 22:30,,
14.7,2019/2/10 22:20,,
14.7,2019/2/10 22:10,,
14.8,2019/2/10 22:00,,
14.8,2019/2/10 21:50,,
14.8,2019/2/10 21:40,,
14.8,2019/2/10 21:30,,
14.8,2019/2/10 21:20,,
14.8,2019/2/10 21:10,,
14.8,2019/2/10 21:00,,
14.8,2019/2/10 20:50,,
14.8,2019/2/10 20:40,,
14.7,2019/2/10 20:30,,
14.7,2019/2/10 20:20,,
14.7,2019/2/10 20:10,,
14.7,2019/2/10 20:00,,
14.6,2019/2/10 19:50,,
14.6,2019/2/10 19:40,,
14.7,2019/2/10 19:30,,
14.7,2019/2/10 19:20,,
14.7,2019/2/10 19:10,,
14.7,2019/2/10 19:00,,
14.6,2019/2/10 18:50,,
14.7,2019/2/10 18:40,,
14.6,2019/2/10 18:30,,
14.6,2019/2/10 18:20,,
14.6,2019/2/10 18:10,,
14.6,2019/2/10 18:00,,
14.6,2019/2/10 17:50,,
14.6,2019/2/10 17:40,,
14.6,2019/2/10 17:30,,
14.6,2019/2/10 17:20,,
14.6,2019/2/10 17:10,,
14.6,2019/2/10 17:00,,
14.6,2019/2/10 16:50,,
14.6,2019/2/10 16:40,,
14.6,2019/2/10 16:30,,
14.6,2019/2/10 16:20,,
14.6,2019/2/10 16:10,,
14.6,2019/2/10 16:00,,
14.6,2019/2/10 15:50,,
14.6,2019/2/10 15:40,,
14.6,2019/2/10 15:30,,
14.6,2019/2/10 15:20,,
14.6,2019/2/10 15:10,,
14.6,2019/2/10 15:00,,
14.6,2019/2/10 14:50,,
14.6,2019/2/10 14:40,,
14.6,2019/2/10 14:30,,
14.6,2019/2/10 14:20,,
14.6,2019/2/10 14:10,,
14.5,2019/2/10 14:00,,
14.5,2019/2/10 13:50,,
14.5,2019/2/10 13:40,,
14.5,2019/2/10 13:30,,
14.5,2019/2/10 13:20,,
14.5,2019/2/10 13:10,,
14.5,2019/2/10 13:00,,
14.5,2019/2/10 12:50,,
14.5,2019/2/10 12:40,,
14.5,2019/2/10 12:30,,
14.5,2019/2/10 12:20,,
14.5,2019/2/10 12:10,,
14.4,2019/2/10 12:00,,
14.4,2019/2/10 11:50,,
14.4,2019/2/10 11:40,,
14.4,2019/2/10 11:30,,
14.3,2019/2/10 11:20,,
14.3,2019/2/10 11:10,,
14.3,2019/2/10 11:00,,
14.3,2019/2/10 10:50,,
14.3,2019/2/10 10:40,,
14.3,2019/2/10 10:30,,
14.3,2019/2/10 10:20,,
14.3,2019/2/10 10:10,,
14.3,2019/2/10 10:00,,
14.3,2019/2/10 9:50,,
14.3,2019/2/10 9:40,,
14.3,2019/2/10 9:30,,
14.2,2019/2/10 9:20,,
14.2,2019/2/10 9:10,,
14.2,2019/2/10 9:00,,
14.2,2019/2/10 8:50,,
14.2,2019/2/10 8:40,,
14.2,2019/2/10 8:30,,
14.1,2019/2/10 8:20,,
14.1,2019/2/10 8:10,,
14.1,2019/2/10 8:00,,
14.1,2019/2/10 7:50,,
14.1,2019/2/10 7:40,,
14.1,2019/2/10 7:30,,
14.1,2019/2/10 7:20,,
14.1,2019/2/10 7:10,,
14.1,2019/2/10 7:00,,
14.1,2019/2/10 6:50,,
14.1,2019/2/10 6:40,,
14.1,2019/2/10 6:30,,
14.1,2019/2/10 6:20,,
14.1,2019/2/10 6:10,,
14.1,2019/2/10 6:00,,
14.1,2019/2/10 5:50,,
14.1,2019/2/10 5:40,,
14.1,2019/2/10 5:30,,
14.1,2019/2/10 5:20,,
14.1,2019/2/10 5:10,,
14.1,2019/2/10 5:00,,
14.1,2019/2/10 4:50,,
14.1,2019/2/10 4:40,,
14.1,2019/2/10 4:30,,
14.1,2019/2/10 4:20,,
14.1,2019/2/10 4:10,,
14.1,2019/2/10 4:00,,
14.1,2019/2/10 3:50,,
14.2,2019/2/10 3:40,,
14.1,2019/2/10 3:30,,
14.1,2019/2/10 3:20,,
14.1,2019/2/10 3:10,,
14.1,2019/2/10 3:00,,
14.2,2019/2/10 2:50,,
14.2,2019/2/10 2:40,,
14.2,2019/2/10 2:30,,
14.2,2019/2/10 2:20,,
14.2,2019/2/10 2:10,,
14.2,2019/2/10 2:00,,
14.2,2019/2/10 1:50,,
14.2,2019/2/10 1:40,,
14.2,2019/2/10 1:30,,
14.2,2019/2/10 1:20,,
14.2,2019/2/10 1:10,,
14.2,2019/2/10 1:00,,
14.2,2019/2/10 0:50,,
14.2,2019/2/10 0:40,,
14.2,2019/2/10 0:30,,
14.2,2019/2/10 0:20,,
14.3,2019/2/10 0:10,,
14.3,2019/2/10 0:00,,
14.3,2019/2/9 23:50,,
14.3,2019/2/9 23:40,,
14.3,2019/2/9 23:30,,
14.3,2019/2/9 23:20,,
14.3,2019/2/9 23:10,,
14.3,2019/2/9 23:00,,
14.3,2019/2/9 22:50,,
14.3,2019/2/9 22:40,,
14.3,2019/2/9 22:30,,
14.3,2019/2/9 22:20,,
14.3,2019/2/9 22:10,,
14.3,2019/2/9 22:00,,
14.3,2019/2/9 21:50,,
14.3,2019/2/9 21:40,,
14.3,2019/2/9 21:30,,
14.3,2019/2/9 21:20,,
14.3,2019/2/9 21:10,,
14.3,2019/2/9 21:00,,
14.4,2019/2/9 20:50,,
14.4,2019/2/9 20:40,,
14.3,2019/2/9 20:30,,
14.4,2019/2/9 20:20,,
14.4,2019/2/9 20:10,,
14.4,2019/2/9 20:00,,
14.4,2019/2/9 19:50,,
14.4,2019/2/9 19:40,,
14.4,2019/2/9 19:30,,
14.4,2019/2/9 19:20,,
14.4,2019/2/9 19:10,,
14.4,2019/2/9 19:00,,
14.4,2019/2/9 18:50,,
14.3,2019/2/9 18:40,,
14.3,2019/2/9 18:30,,
14.3,2019/2/9 18:20,,
14.3,2019/2/9 18:10,,
14.3,2019/2/9 18:00,,
14.3,2019/2/9 17:50,,
14.3,2019/2/9 17:40,,
14.3,2019/2/9 17:30,,
14.3,2019/2/9 17:20,,
14.3,2019/2/9 17:10,,
14.3,2019/2/9 17:00,,
14.3,2019/2/9 16:50,,
14.3,2019/2/9 16:40,,
14.3,2019/2/9 16:30,,
14.3,2019/2/9 16:20,,
14.3,2019/2/9 16:10,,
14.3,2019/2/9 16:00,,
14.3,2019/2/9 15:50,,
14.3,2019/2/9 15:40,,
14.3,2019/2/9 15:30,,
14.3,2019/2/9 15:20,,
14.3,2019/2/9 15:10,,
14.3,2019/2/9 15:00,,
14.3,2019/2/9 14:50,,
14.3,2019/2/9 14:40,,
14.3,2019/2/9 14:30,,
14.3,2019/2/9 14:20,,
14.3,2019/2/9 14:10,,
14.3,2019/2/9 14:00,,
14.3,2019/2/9 13:50,,
14.2,2019/2/9 13:40,,
14.3,2019/2/9 13:30,,
14.2,2019/2/9 13:20,,
14.2,2019/2/9 13:10,,
14.2,2019/2/9 13:00,,
14.1,2019/2/9 12:50,,
14.2,2019/2/9 12:40,,
14.2,2019/2/9 12:30,,
14.2,2019/2/9 12:20,,
14.1,2019/2/9 12:10,,
14.1,2019/2/9 12:00,,
14.2,2019/2/9 11:50,,
14.2,2019/2/9 11:40,,
14.2,2019/2/9 11:30,,
14.2,2019/2/9 11:20,,
14.2,2019/2/9 11:10,,
14.2,2019/2/9 11:00,,
14.2,2019/2/9 10:50,,
14.2,2019/2/9 10:40,,
14.2,2019/2/9 10:30,,
14.2,2019/2/9 10:20,,
14.1,2019/2/9 10:10,,
14.2,2019/2/9 10:00,,
14.1,2019/2/9 9:50,,
14.2,2019/2/9 9:40,,
14.2,2019/2/9 9:30,,
14.2,2019/2/9 9:20,,
14.1,2019/2/9 9:10,,
14.1,2019/2/9 9:00,,
14.1,2019/2/9 8:50,,
14.2,2019/2/9 8:40,,
14.2,2019/2/9 8:30,,
14.2,2019/2/9 8:20,,
14.2,2019/2/9 8:10,,
14.2,2019/2/9 8:00,,
14.2,2019/2/9 7:50,,
14.2,2019/2/9 7:40,,
14.2,2019/2/9 7:30,,
14.2,2019/2/9 7:20,,
14.2,2019/2/9 7:10,,
14.2,2019/2/9 7:00,,
14.2,2019/2/9 6:50,,
14.3,2019/2/9 6:40,,
14.2,2019/2/9 6:30,,
14.2,2019/2/9 6:20,,
14.2,2019/2/9 6:10,,
14.2,2019/2/9 6:00,,
14.3,2019/2/9 5:50,,
14.3,2019/2/9 5:40,,
14.3,2019/2/9 5:30,,
14.3,2019/2/9 5:20,,
14.3,2019/2/9 5:10,,
14.3,2019/2/9 5:00,,
14.3,2019/2/9 4:50,,
14.3,2019/2/9 4:40,,
14.3,2019/2/9 4:30,,
14.3,2019/2/9 4:20,,
14.3,2019/2/9 4:10,,
14.3,2019/2/9 4:00,,
14.3,2019/2/9 3:50,,
14.3,2019/2/9 3:40,,
14.3,2019/2/9 3:30,,
14.3,2019/2/9 3:20,,
14.3,2019/2/9 3:10,,
14.3,2019/2/9 3:00,,
14.3,2019/2/9 2:50,,
14.4,2019/2/9 2:40,,
14.4,2019/2/9 2:30,,
14.4,2019/2/9 2:20,,
14.5,2019/2/9 2:10,,
14.5,2019/2/9 2:00,,
14.5,2019/2/9 1:50,,
14.5,2019/2/9 1:40,,
14.5,2019/2/9 1:30,,
14.5,2019/2/9 1:20,,
14.5,2019/2/9 1:10,,
14.4,2019/2/9 1:00,,
14.5,2019/2/9 0:50,,
14.5,2019/2/9 0:40,,
14.5,2019/2/9 0:30,,
14.5,2019/2/9 0:20,,
14.5,2019/2/9 0:10,,
14.5,2019/2/9 0:00,,
14.5,2019/2/8 23:50,,
14.5,2019/2/8 23:40,,
14.5,2019/2/8 23:30,,
14.5,2019/2/8 23:20,,
14.5,2019/2/8 23:10,,
14.5,2019/2/8 23:00,,
14.5,2019/2/8 22:50,,
14.5,2019/2/8 22:40,,
14.5,2019/2/8 22:30,,
14.6,2019/2/8 22:20,,
14.6,2019/2/8 22:10,,
14.6,2019/2/8 22:00,,
14.6,2019/2/8 21:50,,
14.6,2019/2/8 21:40,,
14.6,2019/2/8 21:30,,
14.6,2019/2/8 21:20,,
14.6,2019/2/8 21:10,,
14.6,2019/2/8 21:00,,
14.6,2019/2/8 20:50,,
14.6,2019/2/8 20:40,,
14.7,2019/2/8 20:30,,
14.7,2019/2/8 20:20,,
14.7,2019/2/8 20:10,,
14.7,2019/2/8 20:00,,
14.7,2019/2/8 19:50,,
14.7,2019/2/8 19:40,,
14.7,2019/2/8 19:30,,
14.7,2019/2/8 19:20,,
14.7,2019/2/8 19:10,,
14.7,2019/2/8 19:00,,
14.7,2019/2/8 18:50,,
14.7,2019/2/8 18:40,,
14.7,2019/2/8 18:30,,
14.7,2019/2/8 18:20,,
14.7,2019/2/8 18:10,,
14.8,2019/2/8 18:00,,
14.8,2019/2/8 17:50,,
14.8,2019/2/8 17:40,,
14.8,2019/2/8 17:30,,
14.8,2019/2/8 17:20,,
14.8,2019/2/8 17:10,,
14.8,2019/2/8 17:00,,
14.8,2019/2/8 16:50,,
14.8,2019/2/8 16:40,,
14.8,2019/2/8 16:30,,
14.8,2019/2/8 16:20,,
14.8,2019/2/8 16:10,,
14.8,2019/2/8 16:00,,
14.8,2019/2/8 15:50,,
14.8,2019/2/8 15:40,,
14.8,2019/2/8 15:30,,
14.8,2019/2/8 15:20,,
14.9,2019/2/8 15:10,,
14.9,2019/2/8 15:00,,
14.9,2019/2/8 14:50,,
14.8,2019/2/8 14:40,,
14.8,2019/2/8 14:30,,
14.8,2019/2/8 14:20,,
14.8,2019/2/8 14:10,,
14.8,2019/2/8 14:00,,
14.8,2019/2/8 13:50,,
14.8,2019/2/8 13:40,,
14.8,2019/2/8 13:30,,
14.8,2019/2/8 13:20,,
14.8,2019/2/8 13:10,,
14.8,2019/2/8 13:00,,
14.8,2019/2/8 12:50,,
14.8,2019/2/8 12:40,,
14.8,2019/2/8 12:30,,
14.8,2019/2/8 12:20,,
14.8,2019/2/8 12:10,,
14.8,2019/2/8 12:00,,
14.8,2019/2/8 11:50,,
14.8,2019/2/8 11:40,,
14.8,2019/2/8 11:30,,
14.8,2019/2/8 11:20,,
14.8,2019/2/8 11:10,,
14.8,2019/2/8 11:00,,
14.7,2019/2/8 10:50,,
14.7,2019/2/8 10:40,,
14.7,2019/2/8 10:30,,
14.7,2019/2/8 10:20,,
14.7,2019/2/8 10:10,,
14.6,2019/2/8 10:00,,
14.7,2019/2/8 9:50,,
14.7,2019/2/8 9:40,,
14.7,2019/2/8 9:30,,
14.7,2019/2/8 9:20,,
14.7,2019/2/8 9:10,,
14.7,2019/2/8 9:00,,
14.7,2019/2/8 8:50,,
14.7,2019/2/8 8:40,,
14.7,2019/2/8 8:30,,
14.7,2019/2/8 8:20,,
14.7,2019/2/8 8:10,,
14.7,2019/2/8 8:00,,
14.7,2019/2/8 7:50,,
14.7,2019/2/8 7:40,,
14.7,2019/2/8 7:30,,
14.7,2019/2/8 7:20,,
14.7,2019/2/8 7:10,,
14.7,2019/2/8 7:00,,
14.7,2019/2/8 6:50,,
14.7,2019/2/8 6:40,,
14.8,2019/2/8 6:30,,
14.8,2019/2/8 6:20,,
14.8,2019/2/8 6:10,,
14.8,2019/2/8 6:00,,
14.8,2019/2/8 5:50,,
14.8,2019/2/8 5:40,,
14.8,2019/2/8 5:30,,
14.8,2019/2/8 5:20,,
14.8,2019/2/8 5:10,,
14.8,2019/2/8 5:00,,
14.8,2019/2/8 4:50,,
14.8,2019/2/8 4:40,,
14.8,2019/2/8 4:30,,
14.8,2019/2/8 4:20,,
14.8,2019/2/8 4:10,,
14.8,2019/2/8 4:00,,
14.8,2019/2/8 3:50,,
14.8,2019/2/8 3:40,,
14.8,2019/2/8 3:30,,
14.8,2019/2/8 3:20,,
14.8,2019/2/8 3:10,,
14.8,2019/2/8 3:00,,
14.8,2019/2/8 2:50,,
14.8,2019/2/8 2:40,,
14.9,2019/2/8 2:30,,
14.9,2019/2/8 2:20,,
14.9,2019/2/8 2:10,,
14.9,2019/2/8 2:00,,
14.9,2019/2/8 1:50,,
14.9,2019/2/8 1:40,,
14.9,2019/2/8 1:30,,
14.9,2019/2/8 1:20,,
14.9,2019/2/8 1:10,,
14.9,2019/2/8 1:00,,
14.9,2019/2/8 0:50,,
15,2019/2/8 0:40,,
14.9,2019/2/8 0:30,,
15,2019/2/8 0:20,,
15,2019/2/8 0:10,,
14.9,2019/2/8 0:00,,
15,2019/2/7 23:50,,
15,2019/2/7 23:40,,
15,2019/2/7 23:30,,
15,2019/2/7 23:20,,
15,2019/2/7 23:10,,
15,2019/2/7 23:00,,
15,2019/2/7 22:50,,
15,2019/2/7 22:40,,
15,2019/2/7 22:30,,
15,2019/2/7 22:20,,
15,2019/2/7 22:10,,
15,2019/2/7 22:00,,
15,2019/2/7 21:50,,
15,2019/2/7 21:40,,
15,2019/2/7 21:30,,
15,2019/2/7 21:20,,
15,2019/2/7 21:10,,
15,2019/2/7 21:00,,
15,2019/2/7 20:50,,
15,2019/2/7 20:40,,
15,2019/2/7 20:30,,
15,2019/2/7 20:20,,
15,2019/2/7 20:10,,
15,2019/2/7 20:00,,
15,2019/2/7 19:50,,
15,2019/2/7 19:40,,
15,2019/2/7 19:30,,
15,2019/2/7 19:20,,
15.1,2019/2/7 19:10,,
15.1,2019/2/7 19:00,,
15.1,2019/2/7 18:50,,
15.1,2019/2/7 18:40,,
15.1,2019/2/7 18:30,,
15.1,2019/2/7 18:20,,
15.1,2019/2/7 18:10,,
15.1,2019/2/7 18:00,,
15.1,2019/2/7 17:50,,
15.1,2019/2/7 17:40,,
15.1,2019/2/7 17:30,,
15.1,2019/2/7 17:20,,
15.1,2019/2/7 17:10,,
15.1,2019/2/7 17:00,,
15.1,2019/2/7 16:50,,
15.1,2019/2/7 16:40,,
15.1,2019/2/7 16:30,,
15.1,2019/2/7 16:20,,
15.1,2019/2/7 16:10,,
15.1,2019/2/7 16:00,,
15.1,2019/2/7 15:50,,
15.1,2019/2/7 15:40,,
15.1,2019/2/7 15:30,,
15.1,2019/2/7 15:20,,
15.1,2019/2/7 15:10,,
15,2019/2/7 15:00,,
15,2019/2/7 14:50,,
